date,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
2022-09-11,CUS54231848412,12,10032,USD,WEB PAGE,0.099
2022-09-11,CUS35179569160,60,37000,USD,CONTACT CENTER,0.105
2022-09-11,CUS14234352912,12,5000,USD,WEB PAGE,0.125
2022-09-11,CUS59641154248,48,15000,USD,AGENCY,0.105
2022-09-11,CUS11911632948,48,49000,USD,WEB PAGE,0.125
2022-09-11,CUS61760895060,60,41225,USD,AGENCY,0.195
2022-09-11,CUS46595923960,60,54500,USD,AGENCY,0.185
2022-09-11,CUS18033706060,60,120000,USD,AGENCY,0.13
2022-09-11,CUS73463906012,12,10000,USD,WEB PAGE,0.105
2022-09-11,CUS44149526336,36,15000,USD,WEB PAGE,0.099
2022-09-11,CUS29027021060,60,20000,USD,WEB PAGE,0.099
2022-09-11,CUS21353067460,60,67500,USD,WEB PAGE,0.099
2022-09-11,CUS88849455124,24,5000,USD,WEB PAGE,0.105
2022-09-11,CUS38689605924,24,38000,USD,CONTACT CENTER,0.099
2022-09-11,CUS51906665760,60,101000,USD,AGENCY,0.109
2022-09-11,CUS61096782960,60,42700,USD,WEB PAGE,0.105
2022-09-11,CUS72907786624,24,20000,USD,WEB PAGE,0.125
2022-09-11,CUS99403329136,36,20000,USD,WEB PAGE,0.15
2022-09-11,CUS70905103960,60,60000,USD,WEB PAGE,0.105
2022-09-11,CUS13736745160,60,96100,USD,WEB PAGE,0.109
2022-09-11,CUS72280476360,60,44000,USD,WEB PAGE,0.109
2022-09-11,CUS27821643424,24,16000,USD,WEB PAGE,0.105
2022-09-11,CUS74832480448,48,28840,USD,WEB PAGE,0.105
2022-09-11,CUS51177880924,24,20000,USD,WEB PAGE,0.12
2022-09-11,CUS78743530160,60,12100,USD,WEB PAGE,0.1
2022-09-11,CUS47328857936,36,24000,USD,AGENCY,0.135
2022-09-11,CUS39053847136,36,15000,USD,WEB PAGE,0.114
2022-09-11,CUS53173943460,60,48000,USD,AGENCY,0.099
2022-09-11,CUS36220561148,48,90000,USD,WEB PAGE,0.109
2022-09-11,CUS13683386248,48,53600,USD,WEB PAGE,0.099
2022-09-11,CUS18734024924,24,20000,USD,AGENCY,0.099
2022-09-11,CUS86232409124,24,30000,USD,WEB PAGE,0.099
2022-09-11,CUS74249674960,60,94350,USD,WEB PAGE,0.115
2022-09-11,CUS91365134748,48,49953.5,USD,WEB PAGE,0.105
2022-09-11,CUS66136304324,24,49570,USD,WEB PAGE,0.105
2022-09-11,CUS31191095912,12,3000,USD,WEB PAGE,0.145
2022-09-11,CUS96369499660,60,93000,USD,AGENCY,0.145
2022-09-11,CUS94984113612,12,10000,USD,WEB PAGE,0.17
2022-09-11,CUS78378727760,60,40000,USD,AGENCY,0.135
2022-09-11,CUS41374327660,60,54400,USD,WEB PAGE,0.125
2022-09-11,CUS99363642148,48,40000,USD,WEB PAGE,0.1
2022-09-11,CUS54854378360,60,57200,USD,WEB PAGE,0.109
2022-09-11,CUS74529098712,12,9503.5,USD,WEB PAGE,0.105
2022-09-11,CUS46798800048,48,33550,USD,WEB PAGE,0.105
2022-09-11,CUS63681024060,60,28000,USD,WEB PAGE,0.18
2022-09-11,CUS65864154424,24,6000,USD,WEB PAGE,0.185
2022-09-11,CUS59693239560,60,48094,USD,AGENCY,0.1
2022-09-11,CUS19083456124,24,15000,USD,WEB PAGE,0.135
2022-09-11,CUS66274496260,60,125000,USD,WEB PAGE,0.105
2022-09-11,CUS16378878360,60,107056,USD,WEB PAGE,0.105
2022-09-11,CUS92311766860,60,30000,USD,WEB PAGE,0.135
2022-09-11,CUS96162143360,60,100000,USD,WEB PAGE,0.1
2022-09-11,CUS59153969136,36,20000,USD,WEB PAGE,0.099
2022-09-11,CUS18234437124,24,13500,USD,AGENCY,0.135
2022-09-11,CUS61040721636,36,13500,USD,WEB PAGE,0.099
2022-09-11,CUS38758216360,60,72300,USD,WEB PAGE,0.099
2022-09-11,CUS11416987760,60,26000,USD,CONTACT CENTER,0.099
2022-09-11,CUS50374097024,24,4000,USD,WEB PAGE,0.115
2022-09-11,CUS90678288024,24,18658,USD,WEB PAGE,0.125
2022-09-11,CUS46829716660,60,16600,USD,WEB PAGE,0.12
2022-09-11,CUS83593572660,60,22503.5,USD,AGENCY,0.105
2022-09-11,CUS47007477624,24,5000,USD,WEB PAGE,0.23
2022-09-11,CUS37494668824,24,25000,USD,WEB PAGE,0.13
2022-09-11,CUS82621866760,60,74600,USD,CONTACT CENTER,0.17
2022-09-11,CUS44605369636,36,34012.86,USD,AGENCY,0.125
2022-09-11,CUS98965085960,60,140000,USD,WEB PAGE,0.115
2022-09-11,CUS13411348960,60,100000,USD,AGENCY,0.099
2022-09-11,CUS25627987948,48,8080,USD,WEB PAGE,0.104
2022-09-11,CUS83184828548,48,40000,USD,WEB PAGE,0.115
2022-09-11,CUS60284097560,60,60000,USD,WEB PAGE,0.125
2022-09-11,CUS46058950460,60,28470,USD,WEB PAGE,0.16
2022-09-11,CUS70361796560,60,15000,USD,WEB PAGE,0.125
2022-09-11,CUS55055051260,60,140000,USD,WEB PAGE,0.11
2022-09-11,CUS74408590348,48,32000,USD,WEB PAGE,0.105
2022-09-11,CUS72988839060,60,20000,USD,WEB PAGE,0.14
2022-09-11,CUS36818815360,60,140000,USD,AGENCY,0.119
2022-09-11,CUS22157350324,24,31000,USD,WEB PAGE,0.099
2022-09-11,CUS35495629460,60,140000,USD,AGENCY,0.115
2022-09-11,CUS77570360760,60,10000,USD,WEB PAGE,0.115
2022-09-11,CUS86847945860,60,40000,USD,WEB PAGE,0.105
2022-09-11,CUS82656276260,60,114500,USD,WEB PAGE,0.105
2022-09-11,CUS27203666024,24,12000,USD,WEB PAGE,0.12
2022-09-11,CUS55774230160,60,27000,USD,WEB PAGE,0.125
2022-09-11,CUS60228692248,48,40000,USD,WEB PAGE,0.125
2022-09-11,CUS28221724348,48,40000,USD,WEB PAGE,0.099
2022-09-11,CUS99750665260,60,47850,USD,WEB PAGE,0.099
2022-09-11,CUS14462642024,24,28202,USD,AGENCY,0.099
2022-09-11,CUS90836059636,36,8400,USD,WEB PAGE,0.114
2022-09-11,CUS83570961360,60,107000,USD,AGENCY,0.099
2022-09-11,CUS52191258524,24,17600,USD,WEB PAGE,0.099
2022-09-11,CUS95614226848,48,61000,USD,WEB PAGE,0.105
2022-09-11,CUS62408164460,60,50448,USD,AGENCY,0.105
2022-09-11,CUS28283179760,60,41000,USD,WEB PAGE,0.18
2022-09-11,CUS64200329160,60,70000,USD,AGENCY,0.195
2022-09-11,CUS76475680448,48,20000,USD,AGENCY,0.235
2022-09-11,CUS87012937160,60,32000,USD,WEB PAGE,0.155
2022-09-11,CUS18868556660,60,25151,USD,WEB PAGE,0.109
2022-09-11,CUS22552080560,60,20150,USD,WEB PAGE,0.099
2022-09-11,CUS84210804960,60,32000,USD,WEB PAGE,0.105
2022-09-11,CUS42568227760,60,10000,USD,WEB PAGE,0.125
2022-09-11,CUS92102883624,24,60000,USD,WEB PAGE,0.18
2022-09-11,CUS69430358060,60,49000,USD,AGENCY,0.195
2022-09-11,CUS84648542360,60,80000,USD,WEB PAGE,0.105
2022-09-11,CUS52372567960,60,80000,USD,AGENCY,0.105
2022-09-11,CUS44697617360,60,20000,USD,WEB PAGE,0.135
2022-09-11,CUS68914553124,24,7400,USD,WEB PAGE,0.125
2022-09-11,CUS60443291324,24,17300,USD,WEB PAGE,0.099
2022-09-11,CUS25395374960,60,50614,USD,WEB PAGE,0.099
2022-09-11,CUS65940920924,24,10000,USD,WEB PAGE,0.099
2022-09-11,CUS17223718236,36,62000,USD,WEB PAGE,0.099
2022-09-11,CUS16563639324,24,20988.69,USD,WEB PAGE,0.099
2022-09-11,CUS56351680136,36,56000,USD,AGENCY,0.099
2022-09-11,CUS11247869860,60,98300,USD,AGENCY,0.15
2022-09-11,CUS95081546948,48,20000,USD,WEB PAGE,0.115
2022-09-11,CUS83373435512,12,10042,USD,WEB PAGE,0.125
2022-09-11,CUS40896091160,60,30000,USD,WEB PAGE,0.115
2022-09-11,CUS41679656612,12,25000,USD,WEB PAGE,0.115
2022-09-11,CUS12414625660,60,120000,USD,WEB PAGE,0.145
2022-09-11,CUS98854318324,24,15000,USD,WEB PAGE,0.099
2022-09-11,CUS14279397424,24,7000,USD,CONTACT CENTER,0.179
2022-09-11,CUS44145680848,48,16000,USD,AGENCY,0.099
2022-09-11,CUS69955977260,60,60000,USD,AGENCY,0.15
2022-09-11,CUS30178472248,48,30000,USD,WEB PAGE,0.099
2022-09-11,CUS30182344236,36,47000,USD,WEB PAGE,0.115
2022-09-11,CUS40838312860,60,70000,USD,AGENCY,0.14
2022-09-11,CUS31906424460,60,36900,USD,WEB PAGE,0.14
2022-09-11,CUS28896470824,24,7000,USD,WEB PAGE,0.13
2022-09-11,CUS42713410560,60,84000,USD,AGENCY,0.135
2022-09-11,CUS49413255460,60,68000,USD,WEB PAGE,0.125
2022-09-11,CUS17438037360,60,13658,USD,WEB PAGE,0.13
2022-09-11,CUS20730367748,48,37395,USD,WEB PAGE,0.13
2022-09-11,CUS22211335960,60,48750,USD,MAIL OFFER,0.115
2022-09-11,CUS13776772160,60,68000,USD,AGENCY,0.099
2022-09-11,CUS27842878736,36,25960,USD,AGENCY,0.15
2022-09-11,CUS77440840260,60,31000,USD,WEB PAGE,0.119
2022-09-11,CUS99518754948,48,27670,USD,WEB PAGE,0.125
2022-09-11,CUS95653241160,60,5000,USD,WEB PAGE,0.115
2022-09-11,CUS62782250060,60,55000,USD,WEB PAGE,0.115
2022-09-11,CUS28435277660,60,100000,USD,WEB PAGE,0.11
2022-09-11,CUS56966313124,24,4500,USD,WEB PAGE,0.18
2022-09-11,CUS35825490624,24,3442.47,USD,WEB PAGE,0.14
2022-09-11,CUS33107548348,48,45000,USD,WEB PAGE,0.14
2022-09-11,CUS22712789024,24,4000,USD,WEB PAGE,0.125
2022-09-11,CUS19581874760,60,76000,USD,WEB PAGE,0.105
2022-09-11,CUS63660528336,36,10000,USD,WEB PAGE,0.2
2022-09-11,CUS99687902960,60,30000,USD,WEB PAGE,0.13
2022-09-11,CUS49137479936,36,39140,USD,WEB PAGE,0.125
2022-09-11,CUS80569465360,60,32500,USD,AGENCY,0.119
2022-09-11,CUS98667654424,24,8890,USD,WEB PAGE,0.099
2022-09-11,CUS26484604236,36,23000,USD,WEB PAGE,0.099
2022-09-11,CUS77630806436,36,47100,USD,WEB PAGE,0.119
2022-09-11,CUS20104824560,60,50000,USD,WEB PAGE,0.099
2022-09-11,CUS81021116848,48,22418,USD,WEB PAGE,0.099
2022-09-11,CUS33335959648,48,25238.1,USD,WEB PAGE,0.119
2022-09-11,CUS62742523248,48,19620,USD,WEB PAGE,0.099
2022-09-11,CUS78390594560,60,48800,USD,WEB PAGE,0.125
2022-09-11,CUS64210163360,60,35003.5,USD,WEB PAGE,0.105
2022-09-11,CUS22451846960,60,30000,USD,WEB PAGE,0.105
2022-09-11,CUS40323026648,48,23000,USD,WEB PAGE,0.125
2022-09-11,CUS11705013160,60,67000,USD,WEB PAGE,0.125
2022-09-11,CUS56666656660,60,40000,USD,WEB PAGE,0.115
2022-09-11,CUS58104610460,60,80000,USD,WEB PAGE,0.105
2022-09-11,CUS44673634224,24,18548.39,USD,WEB PAGE,0.225
2022-09-11,CUS50110506524,24,12000,USD,WEB PAGE,0.16
2022-09-11,CUS54825560048,48,40000,USD,WEB PAGE,0.165
2022-09-11,CUS17776390160,60,140000,USD,AGENCY,0.195
2022-09-11,CUS88233883560,60,46750,USD,WEB PAGE,0.18
2022-09-11,CUS52141295060,60,65000,USD,AGENCY,0.135
2022-09-11,CUS61908544436,36,55000,USD,WEB PAGE,0.125
2022-09-11,CUS77560228136,36,59100,USD,AGENCY,0.145
2022-09-11,CUS73921895260,60,61223,USD,WEB PAGE,0.099
2022-09-11,CUS93512103724,24,10000,USD,AGENCY,0.109
2022-09-11,CUS19499070360,60,35000,USD,WEB PAGE,0.19
2022-09-11,CUS43662217236,36,18000,USD,AGENCY,0.115
2022-09-11,CUS83286934360,60,55000,USD,WEB PAGE,0.145
2022-09-11,CUS47011306060,60,80000,USD,WEB PAGE,0.14
2022-09-11,CUS24094927960,60,29000,USD,WEB PAGE,0.099
2022-09-11,CUS65350904460,60,89900,USD,WEB PAGE,0.099
2022-09-11,CUS40469003060,60,46795,USD,WEB PAGE,0.099
2022-09-11,CUS93450481760,60,44900,USD,WEB PAGE,0.099
2022-09-11,CUS52809570460,60,44000,USD,WEB PAGE,0.115
2022-09-11,CUS90597719924,24,30000,USD,WEB PAGE,0.105
2022-09-11,CUS91174940360,60,10000,USD,CONTACT CENTER,0.14
2022-09-11,CUS63746079248,48,51000,USD,AGENCY,0.14
2022-09-11,CUS70012790424,24,51000,USD,WEB PAGE,0.14
2022-09-11,CUS56491385648,48,41600,USD,WEB PAGE,0.1
2022-09-11,CUS56535534960,60,28500,USD,WEB PAGE,0.24
2022-09-11,CUS11883103360,60,27300,USD,WEB PAGE,0.17
2022-09-11,CUS57707551660,60,18900,USD,WEB PAGE,0.13
2022-09-11,CUS50074574348,48,36800,USD,AGENCY,0.105
2022-09-11,CUS74189568060,60,68803.5,USD,WEB PAGE,0.105
2022-09-11,CUS38293110948,48,27000,USD,CONTACT CENTER,0.115
2022-09-11,CUS13275586860,60,34106,USD,WEB PAGE,0.099
2022-09-11,CUS73011282560,60,9118,USD,WEB PAGE,0.114
2022-09-11,CUS54001205336,36,35000,USD,AGENCY,0.115
2022-09-11,CUS70773506960,60,48000,USD,WEB PAGE,0.125
2022-09-11,CUS46203802660,60,93400,USD,AGENCY,0.18
2022-09-11,CUS49737940160,60,20000,USD,AGENCY,0.135
2022-09-11,CUS66081256460,60,20000,USD,WEB PAGE,0.135
2022-09-11,CUS66982718660,60,51800,USD,AGENCY,0.125
2022-09-11,CUS46191130736,36,5000,USD,WEB PAGE,0.105
2022-09-11,CUS46396129948,48,40000,USD,WEB PAGE,0.099
2022-09-11,CUS20325103660,60,40450,USD,WEB PAGE,0.099
2022-09-11,CUS64243299024,24,3000,USD,WEB PAGE,0.105
2022-09-11,CUS85045451548,48,80000,USD,AGENCY,0.165
2022-09-11,CUS16718629660,60,35000,USD,WEB PAGE,0.105
2022-09-11,CUS64350887360,60,75000,USD,WEB PAGE,0.13
2022-09-11,CUS40137921860,60,23000,USD,WEB PAGE,0.099
2022-09-11,CUS63301434760,60,12700,USD,AGENCY,0.099
2022-09-11,CUS69896714860,60,12700,USD,WEB PAGE,0.099
2022-09-11,CUS69355677424,24,22000,USD,WEB PAGE,0.135
2022-09-11,CUS74935406812,12,6000,USD,AGENCY,0.125
2022-09-11,CUS40801301560,60,15000,USD,AGENCY,0.105
2022-09-11,CUS82024973036,36,30961,USD,WEB PAGE,0.165
2022-09-11,CUS35221596060,60,24600,USD,WEB PAGE,0.185
2022-09-11,CUS66908011848,48,17820,USD,WEB PAGE,0.125
2022-09-11,CUS28284048760,60,46100,USD,WEB PAGE,0.155
2022-09-11,CUS76524581636,36,15000,USD,WEB PAGE,0.155
2022-09-11,CUS54515977848,48,44700,USD,WEB PAGE,0.099
2022-09-11,CUS20059218448,48,33000,USD,WEB PAGE,0.099
2022-09-11,CUS64060040660,60,22000,USD,WEB PAGE,0.119
2022-09-11,CUS90091291224,24,20000,USD,WEB PAGE,0.099
2022-09-11,CUS74667758648,48,20000,USD,AGENCY,0.099
2022-09-11,CUS98422641948,48,34953,USD,WEB PAGE,0.125
2022-09-11,CUS53008287160,60,54400,USD,AGENCY,0.16
2022-09-11,CUS99126313236,36,41000,USD,WEB PAGE,0.18
2022-09-11,CUS63079620560,60,21000,USD,WEB PAGE,0.19
2022-09-11,CUS15930473460,60,2699,USD,WEB PAGE,0.13
2022-09-11,CUS27999134036,36,31333,USD,WEB PAGE,0.125
2022-09-11,CUS17884199660,60,58500,USD,WEB PAGE,0.099
2022-09-11,CUS66066989448,48,34000,USD,WEB PAGE,0.104
2022-09-11,CUS81933378612,12,25000,USD,MAIL OFFER,0.099
2022-09-11,CUS20036173560,60,140000,USD,WEB PAGE,0.109
2022-09-11,CUS38500709524,24,1000,USD,WEB PAGE,0.135
2022-09-11,CUS35226944660,60,12000,USD,WEB PAGE,0.11
2022-09-11,CUS39507469536,36,26802.06,USD,WEB PAGE,0.105
2022-09-11,CUS31942992024,24,5000,USD,WEB PAGE,0.18
2022-09-11,CUS99387605048,48,30000,USD,WEB PAGE,0.15
2022-09-11,CUS29922394660,60,29600,USD,CONTACT CENTER,0.125
2022-09-11,CUS87369699060,60,35000,USD,WEB PAGE,0.099
2022-09-11,CUS34017214624,24,9000,USD,WEB PAGE,0.099
2022-09-11,CUS76341799336,36,15000,USD,AGENCY,0.099
2022-09-11,CUS36787758860,60,91000,USD,AGENCY,0.105
2022-09-11,CUS59960733824,24,45000,USD,WEB PAGE,0.1
2022-09-11,CUS30213022936,36,14300,USD,MAIL OFFER,0.105
2022-09-11,CUS99806838760,60,20000,USD,WEB PAGE,0.14
2022-09-11,CUS76896095560,60,42500,USD,WEB PAGE,0.13
2022-09-11,CUS14124279836,36,30000,USD,WEB PAGE,0.13
2022-09-11,CUS48024760936,36,77000,USD,WEB PAGE,0.125
2022-09-11,CUS24366764160,60,49000,USD,WEB PAGE,0.099
2022-09-11,CUS39233354148,48,14000,USD,AGENCY,0.155
2022-09-11,CUS62838154560,60,100000,USD,WEB PAGE,0.105
2022-09-11,CUS80219432260,60,46500,USD,WEB PAGE,0.18
2022-09-11,CUS65853575760,60,45000,USD,WEB PAGE,0.245
2022-09-11,CUS95660095436,36,25000,USD,WEB PAGE,0.165
2022-09-11,CUS18297298060,60,25000,USD,WEB PAGE,0.135
2022-09-11,CUS14781348060,60,21000,USD,AGENCY,0.18
2022-09-11,CUS60227436412,12,17000,USD,WEB PAGE,0.13
2022-09-11,CUS79840148560,60,100000,USD,WEB PAGE,0.099
2022-09-11,CUS39407997524,24,25150,USD,AGENCY,0.099
2022-09-11,CUS43877406024,24,10000,USD,WEB PAGE,0.115
2022-09-11,CUS60120546060,60,87200,USD,WEB PAGE,0.14
2022-09-11,CUS24487851060,60,44000,USD,WEB PAGE,0.14
2022-09-11,CUS95216934760,60,60000,USD,WEB PAGE,0.185
2022-09-11,CUS32709659460,60,40400,USD,WEB PAGE,0.18
2022-09-11,CUS62416281360,60,80000,USD,WEB PAGE,0.1
2022-09-11,CUS53298822760,60,128500,USD,WEB PAGE,0.105
2022-09-11,CUS52870184660,60,39179,USD,WEB PAGE,0.18
2022-09-11,CUS43039754024,24,22933.23,USD,WEB PAGE,0.125
2022-09-11,CUS18374662460,60,40000,USD,WEB PAGE,0.13
2022-09-11,CUS32936229560,60,23000,USD,WEB PAGE,0.125
2022-09-11,CUS80638324624,24,24000,USD,WEB PAGE,0.125
2022-09-11,CUS36373970036,36,15000,USD,WEB PAGE,0.105
2022-09-11,CUS15381521512,12,3000,USD,AGENCY,0.105
2022-09-11,CUS21799652024,24,12000,USD,WEB PAGE,0.14
2022-09-11,CUS50169922660,60,42100,USD,WEB PAGE,0.17
2022-09-11,CUS28094168412,12,5000,USD,WEB PAGE,0.18
2022-09-11,CUS94573276660,60,60000,USD,WEB PAGE,0.125
2022-09-11,CUS32921812260,60,35000,USD,WEB PAGE,0.13
2022-09-11,CUS24197667148,48,30000,USD,AGENCY,0.105
2022-09-11,CUS93953760860,60,20005,USD,AGENCY,0.105
2022-09-11,CUS60720098136,36,14200,USD,WEB PAGE,0.18
2022-09-11,CUS41215669924,24,28000,USD,WEB PAGE,0.109
2022-09-11,CUS69382498424,24,5000,USD,WEB PAGE,0.145
2022-09-11,CUS17727650260,60,41900,USD,WEB PAGE,0.099
2022-09-11,CUS54455160460,60,51100,USD,WEB PAGE,0.099
2022-09-11,CUS69554981548,48,20000,USD,WEB PAGE,0.105
2022-09-11,CUS24197714824,24,4000,USD,WEB PAGE,0.125
2022-09-11,CUS78918087660,60,25000,USD,WEB PAGE,0.105
2022-09-11,CUS41502557224,24,4000,USD,WEB PAGE,0.19
2022-09-11,CUS91605020760,60,140000,USD,AGENCY,0.125
2022-09-11,CUS65690769060,60,100000,USD,WEB PAGE,0.125
2022-09-11,CUS81930768560,60,19000,USD,WEB PAGE,0.14
2022-09-11,CUS29788503160,60,6203,USD,WEB PAGE,0.114
2022-09-11,CUS79961877160,60,80000,USD,WEB PAGE,0.099
2022-09-11,CUS73290458248,48,15000,USD,WEB PAGE,0.109
2022-09-11,CUS27701769960,60,70000,USD,WEB PAGE,0.115
2022-09-11,CUS58223099524,24,10000,USD,WEB PAGE,0.115
2022-09-11,CUS63301011024,24,24010,USD,WEB PAGE,0.115
2022-09-11,CUS58301856212,12,10000,USD,WEB PAGE,0.13
2022-09-11,CUS87305819660,60,32000,USD,WEB PAGE,0.099
2022-09-11,CUS89499947136,36,11000,USD,WEB PAGE,0.099
2022-09-11,CUS59153190536,36,21200,USD,WEB PAGE,0.099
2022-09-11,CUS75130463036,36,25000,USD,WEB PAGE,0.099
2022-09-11,CUS79586960660,60,77439,USD,WEB PAGE,0.099
2022-09-11,CUS73579475736,36,10000,USD,WEB PAGE,0.18
2022-09-11,CUS93629805860,60,50000,USD,WEB PAGE,0.1
2022-09-11,CUS58328221560,60,90000,USD,AGENCY,0.105
2022-09-11,CUS46915556660,60,41700,USD,WEB PAGE,0.135
2022-09-11,CUS22729942836,36,10000,USD,WEB PAGE,0.13
2022-09-11,CUS32736102860,60,70000,USD,WEB PAGE,0.115
2022-09-11,CUS11702803660,60,21240,USD,WEB PAGE,0.114
2022-09-11,CUS36963707948,48,48534,USD,WEB PAGE,0.099
2022-09-11,CUS69831852960,60,17000,USD,WEB PAGE,0.099
2022-09-11,CUS48476136060,60,61000,USD,AGENCY,0.099
2022-09-11,CUS51755417960,60,70000,USD,WEB PAGE,0.099
2022-09-11,CUS88000742660,60,86960,USD,WEB PAGE,0.099
2022-09-11,CUS37594585160,60,35000,USD,WEB PAGE,0.115
2022-09-11,CUS35614621048,48,63400,USD,AGENCY,0.12
2022-09-11,CUS74804891260,60,50400,USD,WEB PAGE,0.145
2022-09-11,CUS93046770360,60,126700,USD,WEB PAGE,0.185
2022-09-11,CUS99645110460,60,60000,USD,WEB PAGE,0.18
2022-09-11,CUS11388875560,60,129500,USD,WEB PAGE,0.11
2022-09-11,CUS87074554124,24,25000,USD,WEB PAGE,0.125
2022-09-11,CUS70755699460,60,40261.99,USD,WEB PAGE,0.11
2022-09-11,CUS16352911260,60,55000,USD,WEB PAGE,0.125
2022-09-11,CUS78853567760,60,25000,USD,WEB PAGE,0.13
2022-09-11,CUS44252309460,60,130000,USD,WEB PAGE,0.11
2022-09-11,CUS15588002260,60,38000,USD,WEB PAGE,0.125
2022-09-11,CUS85398029960,60,24900,USD,WEB PAGE,0.099
2022-09-11,CUS40309842060,60,27661,USD,WEB PAGE,0.104
2022-09-11,CUS14418414724,24,20700,USD,AGENCY,0.105
2022-09-11,CUS44725143160,60,40000,USD,WEB PAGE,0.125
2022-09-11,CUS92896465836,36,69000,USD,WEB PAGE,0.14
2022-09-11,CUS19791792560,60,13000,USD,WEB PAGE,0.18
2022-09-11,CUS76245955348,48,16300,USD,WEB PAGE,0.18
2022-09-11,CUS49715174336,36,39800,USD,WEB PAGE,0.145
2022-09-11,CUS26221546360,60,42237,USD,WEB PAGE,0.125
2022-09-11,CUS16118407124,24,5521,USD,WEB PAGE,0.13
2022-09-11,CUS95258632760,60,55000,USD,WEB PAGE,0.13
2022-09-11,CUS13704811260,60,53775,USD,WEB PAGE,0.099
2022-09-11,CUS87598334060,60,40700,USD,WEB PAGE,0.099
2022-09-11,CUS65261643936,36,19850,USD,AGENCY,0.115
2022-09-11,CUS43845857536,36,30000,USD,WEB PAGE,0.18
2022-09-11,CUS55383708324,24,5000,USD,CONTACT CENTER,0.13
2022-09-11,CUS78000188060,60,26500,USD,WEB PAGE,0.099
2022-09-11,CUS66958990460,60,65000,USD,WEB PAGE,0.099
2022-09-11,CUS88670190448,48,37000,USD,WEB PAGE,0.135
2022-09-11,CUS47957365212,12,11000,USD,WEB PAGE,0.14
2022-09-11,CUS63478233460,60,38800,USD,WEB PAGE,0.115
2022-09-11,CUS43271764360,60,90000,USD,WEB PAGE,0.2
2022-09-11,CUS68284173348,48,72200,USD,WEB PAGE,0.115
2022-09-11,CUS11788272912,12,10000,USD,WEB PAGE,0.099
2022-09-11,CUS35783309660,60,31000,USD,AGENCY,0.099
2022-09-11,CUS21441498060,60,21000,USD,WEB PAGE,0.115
2022-09-11,CUS64305847760,60,140000,USD,WEB PAGE,0.105
2022-09-11,CUS25452561236,36,35300,USD,WEB PAGE,0.125
2022-09-11,CUS88972501812,12,10000,USD,WEB PAGE,0.14
2022-09-11,CUS49528473860,60,78000,USD,WEB PAGE,0.18
2022-09-11,CUS81729350524,24,13000,USD,WEB PAGE,0.14
2022-09-11,CUS54219612660,60,25100,USD,WEB PAGE,0.155
2022-09-11,CUS83881592760,60,18000,USD,WEB PAGE,0.195
2022-09-11,CUS49387713936,36,30755.24,USD,WEB PAGE,0.115
2022-09-11,CUS85728468748,48,50000,USD,WEB PAGE,0.105
2022-09-11,CUS66426806560,60,30000,USD,WEB PAGE,0.13
2022-09-11,CUS46373355948,48,29000,USD,WEB PAGE,0.135
2022-09-11,CUS35767303460,60,23000,USD,AGENCY,0.135
2022-09-11,CUS94461402260,60,130000,USD,WEB PAGE,0.099
2022-09-11,CUS18694978424,24,16000,USD,WEB PAGE,0.115
2022-09-11,CUS37830795224,24,12000,USD,WEB PAGE,0.125
2022-09-11,CUS49082260460,60,71600,USD,AGENCY,0.115
2022-09-11,CUS88848706760,60,38000,USD,WEB PAGE,0.105
2022-09-11,CUS94228746424,24,8230,USD,WEB PAGE,0.18
2022-09-11,CUS40186791660,60,26700,USD,WEB PAGE,0.135
2022-09-11,CUS11568287548,48,60000,USD,AGENCY,0.17
2022-09-11,CUS76311449936,36,35000,USD,AGENCY,0.13
2022-09-11,CUS74411247148,48,40455,USD,WEB PAGE,0.099
2022-09-11,CUS40999456424,24,31110.6,USD,WEB PAGE,0.099
2022-09-11,CUS55594384648,48,31292,USD,WEB PAGE,0.099
2022-09-11,CUS69948489712,12,8000,USD,WEB PAGE,0.099
2022-09-11,CUS55148660460,60,100000,USD,WEB PAGE,0.155
2022-09-11,CUS40561307360,60,12800,USD,WEB PAGE,0.155
2022-09-11,CUS49152251160,60,22000,USD,CONTACT CENTER,0.125
2022-09-11,CUS24428042260,60,59400,USD,WEB PAGE,0.12
2022-09-11,CUS50242450248,48,9100,USD,WEB PAGE,0.12
2022-09-11,CUS58241548660,60,100000,USD,WEB PAGE,0.125
2022-09-11,CUS81474294960,60,120000,USD,WEB PAGE,0.105
2022-09-11,CUS61653358236,36,12500,USD,WEB PAGE,0.099
2022-09-11,CUS39332224336,36,47194.65,USD,AGENCY,0.105
2022-09-11,CUS45686453660,60,47194.65,USD,AGENCY,0.105
2022-09-11,CUS54637154824,24,36000,USD,WEB PAGE,0.11
2022-09-11,CUS80195106536,36,42399.1,USD,WEB PAGE,0.115
2022-09-11,CUS22297843612,12,2500,USD,WEB PAGE,0.125
2022-09-11,CUS12667289660,60,73000,USD,WEB PAGE,0.099
2022-09-11,CUS50746905560,60,40000,USD,WEB PAGE,0.114
2022-09-11,CUS78319653224,24,40000,USD,WEB PAGE,0.109
2022-09-11,CUS75265208336,36,20000,USD,WEB PAGE,0.099
2022-09-11,CUS94192870860,60,23523.92,USD,WEB PAGE,0.115
2022-09-11,CUS95249853112,12,6500,USD,AGENCY,0.125
2022-09-11,CUS73464357748,48,20000,USD,WEB PAGE,0.12
2022-09-11,CUS42828442260,60,50000,USD,WEB PAGE,0.165
